Agent Name;Level Name;Game Status;Final X Position;Completion Percentage;Remaining Lives;Remaining Coins;Collected Coins;Remaining Time in MS;Mario Mode;Mario Damage Taken;Mushrooms Collected;Fireflowers Collected;Total Kills;Kill by Stomp;Kills by Fire;Kills by Shell;Kills by Fall;Destroyed Bricks;Jumps;Max X Jump;Max Air Time;Overtime
everything;lvl-101.txt;LOSE;551.1805;0.1766604;0;0;0;23880;0;0;0;0;0;0;0;0;0;0;93;42.58641;15;0
everything;lvl-121.txt;LOSE;326.19763;0.104550526;0;0;0;49380;0;0;0;0;2;0;0;0;2;0;25;46.34398;13;0
everything;lvl-135.txt;LOSE;959.12585;0.30741215;0;2;0;8520;0;1;0;0;2;1;0;0;1;0;125;39.8739;24;0
everything;lvl-146.txt;LOSE;1544.5118;0.49503586;0;0;0;13800;0;10;10;0;1;1;0;0;0;0;113;48.977905;15;0
everything;lvl-163.txt;LOSE;176.26236;0.056494348;0;0;0;49470;0;0;0;0;0;0;0;0;0;0;27;26.969788;12;0
everything;lvl-20.txt;TIME_OUT;232.22612;0.07443145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;39.380295;15;0
everything;lvl-232.txt;LOSE;198.904;0.06375129;0;0;0;57210;0;0;0;0;0;0;0;0;0;0;5;38.265114;11;0
everything;lvl-249.txt;LOSE;348.0219;0.11154548;0;0;0;35670;0;0;0;0;0;0;0;0;0;0;64;35.549637;15;0
everything;lvl-252.txt;TIME_OUT;299.4806;0.09598737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;156;49.41394;15;0
everything;lvl-280.txt;LOSE;185.72198;0.059526276;0;0;0;14250;0;1;0;0;0;0;0;0;0;0;121;30.538277;15;0
everything;lvl-286.txt;LOSE;192.12085;0.061577197;0;0;0;57300;0;0;0;0;0;0;0;0;0;0;6;56.42772;12;0
everything;lvl-293.txt;TIME_OUT;240.58759;0.07711141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161;61.13324;15;0
everything;lvl-310.txt;LOSE;511.23145;0.16385624;0;0;0;35400;0;0;0;0;0;0;0;0;0;0;61;33.758423;15;0
everything;lvl-326.txt;LOSE;570.15924;0.18274334;0;3;0;24150;0;0;0;0;0;0;0;0;0;0;92;46.874786;14;0
everything;lvl-327.txt;LOSE;386.4005;0.123846315;0;4;0;23280;0;0;0;0;3;0;0;0;3;0;101;42.170788;12;0
everything;lvl-342.txt;TIME_OUT;207.22269;0.06641753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;44.085403;15;0
everything;lvl-389.txt;LOSE;465.24997;0.14911859;0;3;0;30270;0;1;0;0;3;1;0;0;2;0;77;46.563896;18;0
everything;lvl-390.txt;LOSE;162.8;0.05217949;0;0;0;55050;0;0;0;0;0;0;0;0;0;0;12;24.112701;12;0
everything;lvl-393.txt;LOSE;463.64496;0.14860415;0;4;0;42180;0;0;0;0;0;0;0;0;0;0;45;44.714005;14;0
everything;lvl-40.txt;LOSE;63.854763;0.02046627;0;0;0;57300;0;1;0;0;1;1;0;0;0;0;5;37.202553;29;0
everything;lvl-459.txt;LOSE;395.62857;0.12680402;0;3;0;42240;0;1;0;0;5;0;0;0;5;0;47;34.74429;17;0
everything;lvl-48.txt;LOSE;233.8738;0.07495955;0;0;0;54090;0;1;0;0;0;0;0;0;0;0;14;44.012226;13;0
everything;lvl-490.txt;LOSE;56.428047;0.018085912;0;0;0;57540;0;1;0;0;1;1;0;0;0;0;6;20.156218;20;0
everything;lvl-497.txt;TIME_OUT;1173.5143;0.37612638;0;9;0;0;2;0;11;11;1;1;0;0;0;1;178;53.492783;30;0
everything;lvl-500.txt;TIME_OUT;1029.1334;0.32985047;0;6;0;0;2;0;10;10;0;0;0;0;0;3;170;46.75659;14;0
everything;lvl-520.txt;LOSE;563.3212;0.18055168;0;0;0;35700;1;0;10;0;3;1;0;0;2;1;64;40.700523;16;0
everything;lvl-527.txt;LOSE;405.4361;0.12994747;0;0;0;25710;0;0;0;0;0;0;0;0;0;0;89;34.5133;15;0
everything;lvl-556.txt;LOSE;275.75137;0.08838185;0;0;0;49170;0;1;0;0;1;0;0;0;1;0;30;40.96106;14;0
everything;lvl-576.txt;LOSE;501.05212;0.16059363;0;0;0;46200;0;0;0;0;0;0;0;0;0;0;34;47.094604;15;0
everything;lvl-60.txt;LOSE;823.5711;0.2639651;0;8;0;24090;1;0;10;0;6;1;0;0;5;0;93;45.56244;14;0
everything;lvl-69.txt;LOSE;284.90863;0.09131687;0;0;0;41340;0;0;0;0;0;0;0;0;0;0;49;32.182007;15;0
everything;lvl-690.txt;LOSE;631.90625;0.20253405;0;1;0;27270;0;0;0;0;6;3;0;1;2;0;81;47.55597;47;0
everything;lvl-699.txt;LOSE;534.9175;0.17144792;0;0;0;36180;0;0;0;0;0;0;0;0;0;0;65;72.04074;15;0
everything;lvl-709.txt;LOSE;36.345913;0.011649331;0;0;0;56550;0;2;0;0;3;2;0;1;0;0;7;13.740913;34;0
everything;lvl-730.txt;TIME_OUT;1070.1831;0.34300742;0;2;0;0;0;0;0;0;4;4;0;0;0;0;150;47.12426;20;0
everything;lvl-780.txt;LOSE;207.82658;0.06661108;0;0;0;44670;0;1;0;0;1;0;0;0;1;0;41;32.892395;13;0
everything;lvl-783.txt;LOSE;179.38707;0.057495855;0;0;0;54030;0;0;0;0;0;0;0;0;0;0;16;30.111698;12;0
everything;lvl-795.txt;LOSE;183.31154;0.0587537;0;0;0;34560;0;0;0;0;1;0;0;0;1;0;65;48.309963;15;0
everything;lvl-803.txt;LOSE;171.95494;0.055113763;0;0;0;56760;0;0;0;0;0;0;0;0;0;0;8;26.090122;15;0
everything;lvl-815.txt;LOSE;117.92774;0.037797354;0;0;0;58170;0;1;0;0;1;0;0;0;1;0;4;33.333305;13;0
everything;lvl-873.txt;LOSE;336.05212;0.10770901;0;0;0;40740;0;1;0;0;3;0;0;0;3;0;50;34.84279;15;0
everything;lvl-884.txt;LOSE;150.41129;0.048208747;0;0;0;48000;0;0;0;0;0;0;0;0;0;0;30;40.528732;14;0
everything;lvl-901.txt;LOSE;445.63034;0.14283024;0;1;0;37290;0;1;0;0;1;0;0;0;1;0;60;43.145782;14;0
everything;lvl-925.txt;LOSE;477.868;0.15316282;0;0;0;39750;0;2;0;0;1;1;0;0;0;0;52;46.004517;15;0
everything;lvl-926.txt;LOSE;187.39719;0.060063202;0;0;0;150;0;0;0;0;0;0;0;0;0;0;153;45.153732;14;0
everything;lvl-941.txt;LOSE;669.3743;0.21454306;0;0;0;25680;0;13;10;0;6;5;0;1;0;0;95;64.36859;36;0
everything;lvl-959.txt;LOSE;156.13011;0.0500417;0;1;0;52050;0;0;0;0;1;0;0;0;1;0;21;30.88846;15;0
everything;lvl-969.txt;TIME_OUT;1026.9176;0.32914025;0;4;0;0;2;0;11;10;3;1;0;0;2;1;158;61.638306;19;0
everything;lvl-982.txt;LOSE;871.05664;0.27918482;0;6;0;30120;1;0;11;0;1;1;0;0;0;1;79;32.453247;16;0
everything;lvl-996.txt;LOSE;612.0;0.19615385;0;0;0;39450;0;0;0;0;3;0;0;0;3;0;51;55.167297;15;0
